Destination,area_code,value,Year
Akishima-shi,13207,11322,2018
Akishima-shi,13207,12325,2019
Akishima-shi,13207,10868,2020
Akishima-shi,13207,11258,2021
Akishima-shi,13207,11400,2022
Akishima-shi,13207,10952,2023
Akishima-shi,13207,12289,2024
Akita-ken,5000,52537,2008
Akita-ken,5000,52711,2009
Akita-ken,5000,50089,2010
Akita-ken,5000,49746,2011
Akita-ken,5000,48412,2012
Akita-ken,5000,47147,2013
Akita-ken,5000,45713,2014
Akita-ken,5000,46375,2015
Akita-ken,5000,44161,2016
Akita-ken,5000,43536,2017
Akita-ken,5000,43226,2018
Akita-ken,5000,44345,2019
Akita-ken,5000,40074,2020
Akita-ken,5000,40007,2021
Akita-ken,5000,40216,2022
Akita-ken,5000,39320,2023
Akita-ken,5000,36712,2024
Akita-ken gun,5002,4478,2008
Akita-ken gun,5002,4454,2009
Akita-ken gun,5002,4303,2010
Akita-ken gun,5002,3976,2011
Akita-ken gun,5002,3876,2012
Akita-ken gun,5002,3723,2013
Akita-ken gun,5002,3389,2014
Akita-ken gun,5002,3719,2015
Akita-ken gun,5002,3565,2016
Akita-ken gun,5002,3401,2017
Akita-ken gun,5002,3448,2018
Akita-ken gun,5002,3337,2019
Akita-ken gun,5002,3088,2020
Akita-ken gun,5002,2804,2021
Akita-ken gun,5002,3199,2022
Akita-ken gun,5002,3242,2023
Akita-ken gun,5002,2880,2024
Akita-ken shi,5001,48059,2008
Akita-ken shi,5001,48257,2009
Akita-ken shi,5001,45786,2010
Akita-ken shi,5001,45770,2011
Akita-ken shi,5001,44536,2012
Akita-ken shi,5001,43424,2013
Akita-ken shi,5001,42324,2014
Akita-ken shi,5001,42656,2015
Akita-ken shi,5001,40596,2016
Akita-ken shi,5001,40135,2017
Akita-ken shi,5001,39778,2018
Akita-ken shi,5001,41008,2019
Akita-ken shi,5001,36986,2020
Akita-ken shi,5001,37203,2021
Akita-ken shi,5001,37017,2022
Akita-ken shi,5001,36078,2023
Akita-ken shi,5001,33832,2024
Akita-shi,5201,19907,2008
Akita-shi,5201,20313,2009
Akita-shi,5201,18890,2010
Akita-shi,5201,18959,2011
Akita-shi,5201,19689,2012
Akita-shi,5201,18891,2013
Akita-shi,5201,18545,2014
Akita-shi,5201,18403,2015
Akita-shi,5201,17853,2016
Akita-shi,5201,17178,2017
Akita-shi,5201,17157,2018
Akita-shi,5201,18108,2019
Akita-shi,5201,16560,2020
Akita-shi,5201,16366,2021
Akita-shi,5201,16332,2022
Akita-shi,5201,15459,2023
Akita-shi,5201,14588,2024
Akitakata-shi,34214,1619,2008
Akitakata-shi,34214,1750,2009
Akitakata-shi,34214,1518,2010
Akitakata-shi,34214,1415,2011
Akitakata-shi,34214,1553,2012
Akitakata-shi,34214,1490,2013
Akitakata-shi,34214,1586,2014
Akitakata-shi,34214,1476,2015
Akitakata-shi,34214,1349,2016
Akitakata-shi,34214,1347,2017
Akitakata-shi,34214,1642,2018
Akitakata-shi,34214,2028,2019
Akitakata-shi,34214,1460,2020
Akitakata-shi,34214,1444,2021
Akitakata-shi,34214,1654,2022
Akitakata-shi,34214,1654,2023
Akitakata-shi,34214,1386,2024
Akkeshi-cho,1662,689,2008
Akkeshi-cho,1662,594,2009
Akkeshi-cho,1662,641,2010
Akkeshi-cho,1662,623,2011
Akkeshi-cho,1662,632,2012
Akkeshi-cho,1662,599,2013
Akkeshi-cho,1662,639,2014
Akkeshi-cho,1662,538,2015
Akkeshi-cho,1662,579,2016
Akkeshi-cho,1662,591,2017
Akkeshi-cho,1662,548,2018
Akkeshi-cho,1662,645,2019
Akkeshi-cho,1662,580,2020
Akkeshi-cho,1662,472,2021
Akkeshi-cho,1662,580,2022
Akkeshi-cho,1662,498,2023
Akkeshi-cho,1662,480,2024
Ako-gun,28480,818,2008
Ako-gun,28480,808,2009
Ako-gun,28480,701,2010
Ako-gun,28480,664,2011
Ako-gun,28480,710,2012
Ako-gun,28480,640,2013
Ako-gun,28480,674,2014
Ako-gun,28480,622,2015
Ako-gun,28480,601,2016
Ako-gun,28480,596,2017
Ako-gun,28480,679,2018
Ako-gun,28480,790,2019
Ako-gun,28480,592,2020
Ako-gun,28480,616,2021
Ako-gun,28480,828,2022
Ako-gun,28480,712,2023
Ako-gun,28480,562,2024
Ako-shi,28212,2346,2008
Ako-shi,28212,2294,2009
Ako-shi,28212,2090,2010
Ako-shi,28212,2106,2011
Ako-shi,28212,2223,2012
Ako-shi,28212,2215,2013
Ako-shi,28212,2156,2014
Ako-shi,28212,2329,2015
Ako-shi,28212,1879,2016
Ako-shi,28212,1944,2017
Ako-shi,28212,1974,2018
Ako-shi,28212,2218,2019
Ako-shi,28212,1754,2020
Ako-shi,28212,1914,2021
Ako-shi,28212,2012,2022
Ako-shi,28212,2100,2023
Ako-shi,28212,2100,2024
Akumi-gun,6460,586,2008
Akumi-gun,6460,556,2009
Akumi-gun,6460,521,2010
Akumi-gun,6460,427,2011
Akumi-gun,6460,519,2012
Akumi-gun,6460,541,2013
Akumi-gun,6460,498,2014
Akumi-gun,6460,563,2015
Akumi-gun,6460,434,2016
Akumi-gun,6460,525,2017
Akumi-gun,6460,503,2018
Akumi-gun,6460,435,2019
Akumi-gun,6460,476,2020
Akumi-gun,6460,364,2021
Akumi-gun,6460,456,2022
Akumi-gun,6460,350,2023
Akumi-gun,6460,368,2024
Akune-shi,46206,1469,2008
Akune-shi,46206,1563,2009
Akune-shi,46206,1387,2010
Akune-shi,46206,1469,2011
Akune-shi,46206,1332,2012
Akune-shi,46206,1387,2013
Akune-shi,46206,1365,2014
Akune-shi,46206,1332,2015
Akune-shi,46206,1217,2016
Akune-shi,46206,1075,2017
Akune-shi,46206,1110,2018
Akune-shi,46206,1151,2019
Akune-shi,46206,1076,2020
Akune-shi,46206,930,2021
Akune-shi,46206,1065,2022
Akune-shi,46206,1174,2023
Akune-shi,46206,946,2024
Ama-cho,32525,173,2008
Ama-cho,32525,223,2009
Ama-cho,32525,291,2010
Ama-cho,32525,165,2011
Ama-cho,32525,253,2012
Ama-cho,32525,320,2013
Ama-cho,32525,255,2014
Ama-cho,32525,284,2015
Ama-cho,32525,205,2016
Ama-cho,32525,301,2017
Ama-cho,32525,292,2018
Ama-cho,32525,304,2019
Ama-cho,32525,292,2020
Ama-cho,32525,346,2021
Ama-cho,32525,382,2022
Ama-cho,32525,338,2023
Ama-cho,32525,386,2024
Ama-gun,23420,14073,2008
Ama-gun,23420,13645,2009
Ama-gun,23420,5774,2010
Ama-gun,23420,6284,2011
Ama-gun,23420,6302,2012
Ama-gun,23420,6477,2013
Ama-gun,23420,6597,2014
Ama-gun,23420,6510,2015
Ama-gun,23420,6445,2016
Ama-gun,23420,6077,2017
Ama-gun,23420,7691,2018
Ama-gun,23420,8136,2019
Ama-gun,23420,6819,2020
Ama-gun,23420,6961,2021
Ama-gun,23420,7890,2022
Ama-gun,23420,7343,2023
Ama-gun,23420,6500,2024
Ama-shi,23237,6345,2010
Ama-shi,23237,6179,2011
Ama-shi,23237,6061,2012
Ama-shi,23237,5969,2013
Ama-shi,23237,6084,2014
Ama-shi,23237,6115,2015
Ama-shi,23237,5813,2016
Ama-shi,23237,6194,2017
Ama-shi,23237,7448,2018
Ama-shi,23237,7686,2019
Ama-shi,23237,6858,2020
Ama-shi,23237,6668,2021
Ama-shi,23237,7284,2022
Ama-shi,23237,6898,2023
Ama-shi,23237,6468,2024
Amagasaki-shi,28202,36964,2008
Amagasaki-shi,28202,35960,2009
Amagasaki-shi,28202,32982,2010
Amagasaki-shi,28202,32727,2011
Amagasaki-shi,28202,32889,2012
Amagasaki-shi,28202,32185,2013
Amagasaki-shi,28202,32256,2014
Amagasaki-shi,28202,32121,2015
Amagasaki-shi,28202,32049,2016
Amagasaki-shi,28202,33776,2017
Amagasaki-shi,28202,37681,2018
Amagasaki-shi,28202,37159,2019
Amagasaki-shi,28202,34808,2020
Amagasaki-shi,28202,33512,2021
Amagasaki-shi,28202,35950,2022
Amagasaki-shi,28202,35461,2023
Amagasaki-shi,28202,36629,2024
Amagi-cho,46531,639,2008
Amagi-cho,46531,638,2009
Amagi-cho,46531,673,2010
Amagi-cho,46531,583,2011
Amagi-cho,46531,558,2012
Amagi-cho,46531,505,2013
Amagi-cho,46531,608,2014
Amagi-cho,46531,524,2015
Amagi-cho,46531,468,2016
Amagi-cho,46531,487,2017
Amagi-cho,46531,569,2018
Amagi-cho,46531,460,2019
Amagi-cho,46531,472,2020
Amagi-cho,46531,494,2021
Amagi-cho,46531,502,2022
Amagi-cho,46531,518,2023
Amagi-cho,46531,468,2024
Amakusa-gun,43520,437,2008
Amakusa-gun,43520,461,2009
Amakusa-gun,43520,454,2010
Amakusa-gun,43520,467,2011
Amakusa-gun,43520,414,2012
Amakusa-gun,43520,467,2013
Amakusa-gun,43520,374,2014
Amakusa-gun,43520,349,2015
Amakusa-gun,43520,368,2016
Amakusa-gun,43520,327,2017
Amakusa-gun,43520,383,2018
Amakusa-gun,43520,329,2019
Amakusa-gun,43520,284,2020
Amakusa-gun,43520,226,2021
Amakusa-gun,43520,294,2022
Amakusa-gun,43520,270,2023
Amakusa-gun,43520,322,2024
Amakusa-shi,43215,4395,2008
Amakusa-shi,43215,4370,2009
Amakusa-shi,43215,4121,2010
Amakusa-shi,43215,4080,2011
Amakusa-shi,43215,3981,2012
Amakusa-shi,43215,3947,2013
Amakusa-shi,43215,3679,2014
Amakusa-shi,43215,3810,2015
Amakusa-shi,43215,3842,2016
Amakusa-shi,43215,3541,2017
Amakusa-shi,43215,3702,2018
Amakusa-shi,43215,3591,2019
Amakusa-shi,43215,3286,2020
Amakusa-shi,43215,3186,2021
Amakusa-shi,43215,3271,2022
Amakusa-shi,43215,3154,2023
Amakusa-shi,43215,3188,2024
Amami-shi,46222,5002,2008
Amami-shi,46222,5113,2009
Amami-shi,46222,4923,2010
Amami-shi,46222,4882,2011
Amami-shi,46222,5009,2012
Amami-shi,46222,4514,2013
Amami-shi,46222,4714,2014
Amami-shi,46222,4608,2015
Amami-shi,46222,4371,2016
Amami-shi,46222,4520,2017
Amami-shi,46222,4501,2018
Amami-shi,46222,5428,2019
Amami-shi,46222,3985,2020
Amami-shi,46222,4271,2021
Amami-shi,46222,4233,2022
Amami-shi,46222,4128,2023
Amami-shi,46222,3862,2024
Ami-machi,8443,4856,2008
Ami-machi,8443,4469,2009
Ami-machi,8443,4091,2010
Ami-machi,8443,4156,2011
Ami-machi,8443,3981,2012
Ami-machi,8443,4212,2013
Ami-machi,8443,4169,2014
Ami-machi,8443,3838,2015
Ami-machi,8443,3744,2016
Ami-machi,8443,3854,2017
Ami-machi,8443,4541,2018
Ami-machi,8443,4586,2019
Ami-machi,8443,4231,2020
Ami-machi,8443,4644,2021
Ami-machi,8443,5484,2022
Ami-machi,8443,4913,2023
Ami-machi,8443,4770,2024
Anamizu-machi,17461,472,2008
Anamizu-machi,17461,579,2009
Anamizu-machi,17461,508,2010
Anamizu-machi,17461,417,2011
Anamizu-machi,17461,442,2012
Anamizu-machi,17461,470,2013
Anamizu-machi,17461,439,2014
Anamizu-machi,17461,439,2015
Anamizu-machi,17461,438,2016
Anamizu-machi,17461,438,2017
Anamizu-machi,17461,402,2018
Anamizu-machi,17461,404,2019
Anamizu-machi,17461,304,2020
Anamizu-machi,17461,438,2021
Anamizu-machi,17461,415,2022
Anamizu-machi,17461,357,2023
Anamizu-machi,17461,376,2024
Anan-cho,20404,281,2008
Anan-cho,20404,338,2009
Anan-cho,20404,328,2010
Anan-cho,20404,289,2011
Anan-cho,20404,276,2012
Anan-cho,20404,326,2013
Anan-cho,20404,273,2014
Anan-cho,20404,328,2015
Anan-cho,20404,217,2016
Anan-cho,20404,245,2017
Anan-cho,20404,250,2018
Anan-cho,20404,257,2019
Anan-cho,20404,227,2020
Anan-cho,20404,279,2021
Anan-cho,20404,256,2022
Anan-cho,20404,298,2023
Anan-cho,20404,256,2024
Anan-shi,36204,3516,2008
Anan-shi,36204,3747,2009
Anan-shi,36204,3365,2010
Anan-shi,36204,3373,2011
Anan-shi,36204,3769,2012
Anan-shi,36204,3294,2013
Anan-shi,36204,3180,2014
Anan-shi,36204,3540,2015
Anan-shi,36204,3133,2016
Anan-shi,36204,3073,2017
Anan-shi,36204,3303,2018
Anan-shi,36204,3378,2019
Anan-shi,36204,3070,2020
Anan-shi,36204,3233,2021
Anan-shi,36204,3288,2022
Anan-shi,36204,3067,2023
Anan-shi,36204,2889,2024
Ando-cho,29345,722,2008
Ando-cho,29345,636,2009
Ando-cho,29345,609,2010
Ando-cho,29345,633,2011
Ando-cho,29345,632,2012
Ando-cho,29345,669,2013
Ando-cho,29345,585,2014
Ando-cho,29345,581,2015
Ando-cho,29345,520,2016
Ando-cho,29345,520,2017
Ando-cho,29345,587,2018
Ando-cho,29345,656,2019
Ando-cho,29345,460,2020
Ando-cho,29345,500,2021
Ando-cho,29345,612,2022
Ando-cho,29345,623,2023
Ando-cho,29345,478,2024
Anjo-shi,23212,15502,2008
Anjo-shi,23212,15200,2009
Anjo-shi,23212,13944,2010
Anjo-shi,23212,13761,2011
Anjo-shi,23212,13714,2012
Anjo-shi,23212,14189,2013
Anjo-shi,23212,13947,2014
Anjo-shi,23212,14202,2015
Anjo-shi,23212,13787,2016
Anjo-shi,23212,14447,2017
Anjo-shi,23212,17838,2018
Anjo-shi,23212,18548,2019
Anjo-shi,23212,14905,2020
Anjo-shi,23212,15217,2021
Anjo-shi,23212,15224,2022
Anjo-shi,23212,14613,2023
Anjo-shi,23212,15276,2024
Annaka-shi,10211,2984,2008
Annaka-shi,10211,2880,2009
Annaka-shi,10211,2634,2010
Annaka-shi,10211,2850,2011
Annaka-shi,10211,2665,2012
Annaka-shi,10211,2456,2013
Annaka-shi,10211,2542,2014
Annaka-shi,10211,2345,2015
Annaka-shi,10211,2414,2016
Annaka-shi,10211,2408,2017
Annaka-shi,10211,2442,2018
Annaka-shi,10211,2527,2019
Annaka-shi,10211,2338,2020
Annaka-shi,10211,2461,2021
Annaka-shi,10211,2497,2022
Annaka-shi,10211,2666,2023
Annaka-shi,10211,2184,2024
Anpachi-cho,21383,991,2008
Anpachi-cho,21383,1042,2009
Anpachi-cho,21383,949,2010
Anpachi-cho,21383,901,2011
Anpachi-cho,21383,831,2012
Anpachi-cho,21383,708,2013
Anpachi-cho,21383,802,2014
Anpachi-cho,21383,921,2015
Anpachi-cho,21383,860,2016
Anpachi-cho,21383,690,2017
Anpachi-cho,21383,771,2018
Anpachi-cho,21383,905,2019
Anpachi-cho,21383,786,2020
Anpachi-cho,21383,722,2021
Anpachi-cho,21383,998,2022
Anpachi-cho,21383,1115,2023
Anpachi-cho,21383,1036,2024
Anpachi-gun,21380,2837,2008
Anpachi-gun,21380,3005,2009
Anpachi-gun,21380,2668,2010
Anpachi-gun,21380,2460,2011
Anpachi-gun,21380,2348,2012
Anpachi-gun,21380,2238,2013
Anpachi-gun,21380,2252,2014
Anpachi-gun,21380,2515,2015
Anpachi-gun,21380,2289,2016
Anpachi-gun,21380,2061,2017
Anpachi-gun,21380,2688,2018
Anpachi-gun,21380,2875,2019
Anpachi-gun,21380,2282,2020
Anpachi-gun,21380,2247,2021
Anpachi-gun,21380,2844,2022
Anpachi-gun,21380,2789,2023
Anpachi-gun,21380,2438,2024
Aoba-ku,4101,42969,2008
Aoba-ku,14117,38432,2008
Aoba-ku,4101,41559,2009
Aoba-ku,14117,38629,2009
Aoba-ku,4101,40055,2010
Aoba-ku,14117,38130,2010
Aoba-ku,4101,47022,2011
Aoba-ku,14117,37647,2011
Aoba-ku,4101,45000,2012
Aoba-ku,14117,36381,2012
Aoba-ku,4101,42197,2013
Aoba-ku,14117,35903,2013
Aoba-ku,4101,40894,2014
Aoba-ku,14117,33974,2014
Aoba-ku,4101,40838,2015
Aoba-ku,14117,35258,2015
Aoba-ku,4101,38048,2016
Aoba-ku,14117,33047,2016
Aoba-ku,4101,38621,2017
Aoba-ku,14117,31462,2017
Aoba-ku,4101,41433,2018
Aoba-ku,14117,34458,2018
Aoba-ku,4101,40406,2019
Aoba-ku,14117,35789,2019
Aoba-ku,4101,38623,2020
Aoba-ku,14117,31082,2020
Aoba-ku,4101,37910,2021
Aoba-ku,14117,31935,2021
Aoba-ku,4101,40454,2022
Aoba-ku,14117,29173,2022
Aoba-ku,4101,39365,2023
Aoba-ku,14117,27588,2023
Aoba-ku,4101,38372,2024
Aoba-ku,14117,27736,2024
Aogashima-mura,13402,59,2008
Aogashima-mura,13402,74,2009
Aogashima-mura,13402,73,2010
Aogashima-mura,13402,72,2011
Aogashima-mura,13402,49,2012
Aogashima-mura,13402,74,2013
Aogashima-mura,13402,89,2014
Aogashima-mura,13402,53,2015
Aogashima-mura,13402,48,2016
Aogashima-mura,13402,76,2017
Aogashima-mura,13402,54,2018
Aogashima-mura,13402,81,2019
Aogashima-mura,13402,54,2020
Aogashima-mura,13402,50,2021
Aogashima-mura,13402,64,2022
Aogashima-mura,13402,72,2023
Aogashima-mura,13402,74,2024
Aoi-ku,22101,18863,2008
Aoi-ku,22101,18920,2009
Aoi-ku,22101,18254,2010
Aoi-ku,22101,18085,2011
Aoi-ku,22101,19673,2012
Aoi-ku,22101,19511,2013
Aoi-ku,22101,18800,2014
Aoi-ku,22101,18612,2015
Aoi-ku,22101,17677,2016
Aoi-ku,22101,18372,2017
Aoi-ku,22101,18738,2018
Aoi-ku,22101,18902,2019
Aoi-ku,22101,18023,2020
Aoi-ku,22101,17058,2021
Aoi-ku,22101,16931,2022
Aoi-ku,22101,17248,2023
Aoi-ku,22101,17551,2024
Aoki-mura,20349,289,2008
Aoki-mura,20349,298,2009
Aoki-mura,20349,192,2010
Aoki-mura,20349,284,2011
Aoki-mura,20349,200,2012
Aoki-mura,20349,217,2013
Aoki-mura,20349,251,2014
Aoki-mura,20349,182,2015
Aoki-mura,20349,227,2016
Aoki-mura,20349,225,2017
Aoki-mura,20349,230,2018
Aoki-mura,20349,238,2019
Aoki-mura,20349,274,2020
Aoki-mura,20349,206,2021
Aoki-mura,20349,176,2022
Aoki-mura,20349,198,2023
Aoki-mura,20349,166,2024
Aomori-ken,2000,83434,2008
Aomori-ken,2000,82464,2009
Aomori-ken,2000,81528,2010
Aomori-ken,2000,78721,2011
Aomori-ken,2000,77869,2012
Aomori-ken,2000,75715,2013
Aomori-ken,2000,73817,2014
Aomori-ken,2000,73217,2015
Aomori-ken,2000,69937,2016
Aomori-ken,2000,70888,2017
Aomori-ken,2000,72287,2018
Aomori-ken,2000,71619,2019
Aomori-ken,2000,65154,2020
Aomori-ken,2000,64420,2021
Aomori-ken,2000,64661,2022
Aomori-ken,2000,61392,2023
Aomori-ken,2000,59753,2024
Aomori-ken gun,2002,17496,2008
Aomori-ken gun,2002,17552,2009
Aomori-ken gun,2002,17476,2010
Aomori-ken gun,2002,16424,2011
Aomori-ken gun,2002,16376,2012
Aomori-ken gun,2002,15430,2013
Aomori-ken gun,2002,15063,2014
Aomori-ken gun,2002,15327,2015
Aomori-ken gun,2002,14449,2016
Aomori-ken gun,2002,14184,2017
Aomori-ken gun,2002,14977,2018
Aomori-ken gun,2002,14496,2019
Aomori-ken gun,2002,13147,2020
Aomori-ken gun,2002,13398,2021
Aomori-ken gun,2002,12898,2022
Aomori-ken gun,2002,12294,2023
Aomori-ken gun,2002,12273,2024
Aomori-ken shi,2001,65938,2008
Aomori-ken shi,2001,64912,2009
Aomori-ken shi,2001,64052,2010
Aomori-ken shi,2001,62297,2011
Aomori-ken shi,2001,61493,2012
Aomori-ken shi,2001,60285,2013
Aomori-ken shi,2001,58754,2014
Aomori-ken shi,2001,57890,2015
Aomori-ken shi,2001,55488,2016
Aomori-ken shi,2001,56704,2017
Aomori-ken shi,2001,57310,2018
Aomori-ken shi,2001,57123,2019
Aomori-ken shi,2001,52007,2020
Aomori-ken shi,2001,51022,2021
Aomori-ken shi,2001,51763,2022
Aomori-ken shi,2001,49098,2023
Aomori-ken shi,2001,47480,2024
Aomori-shi,2201,18471,2008
Aomori-shi,2201,18256,2009
Aomori-shi,2201,17682,2010
Aomori-shi,2201,17127,2011
Aomori-shi,2201,16732,2012
Aomori-shi,2201,16447,2013
Aomori-shi,2201,16320,2014
Aomori-shi,2201,15791,2015
Aomori-shi,2201,15158,2016
Aomori-shi,2201,15724,2017
Aomori-shi,2201,15488,2018
Aomori-shi,2201,15096,2019
Aomori-shi,2201,13929,2020
Aomori-shi,2201,13426,2021
Aomori-shi,2201,13564,2022
Aomori-shi,2201,12938,2023
Aomori-shi,2201,12446,2024
Arai-cho,22503,1620,2008
Arai-cho,22503,1472,2009
Arakawa-ku,13118,31287,2008
Arakawa-ku,13118,31814,2009
Arakawa-ku,13118,30613,2010
Arakawa-ku,13118,29520,2011
Arakawa-ku,13118,29573,2012
Arakawa-ku,13118,28672,2013
Arakawa-ku,13118,28439,2014
Arakawa-ku,13118,31386,2015
Arakawa-ku,13118,28941,2016
Arakawa-ku,13118,30039,2017
Arakawa-ku,13118,42680,2018
Arakawa-ku,13118,43899,2019
Arakawa-ku,13118,31446,2020
Arakawa-ku,13118,32133,2021
Arakawa-ku,13118,33570,2022
Arakawa-ku,13118,33243,2023
Arakawa-ku,13118,34633,2024
Arao-shi,43204,4392,2008
Arao-shi,43204,3969,2009
Arao-shi,43204,3534,2010
Arao-shi,43204,3835,2011
Arao-shi,43204,3356,2012
Arao-shi,43204,3332,2013
Arao-shi,43204,3140,2014
Arao-shi,43204,3515,2015
Arao-shi,43204,2914,2016
Arao-shi,43204,2983,2017
Arao-shi,43204,3210,2018
Arao-shi,43204,3284,2019
Arao-shi,43204,2887,2020
Arao-shi,43204,2728,2021
Arao-shi,43204,3020,2022
Arao-shi,43204,2530,2023
Arao-shi,43204,2664,2024
Arida-gun,30360,2157,2008
Arida-gun,30360,1956,2009
Arida-gun,30360,2164,2010
Arida-gun,30360,1970,2011
Arida-gun,30360,2048,2012
Arida-gun,30360,2208,2013
Arida-gun,30360,2081,2014
Arida-gun,30360,2178,2015
Arida-gun,30360,2044,2016
Arida-gun,30360,2001,2017
Arida-gun,30360,1787,2018
Arida-gun,30360,2116,2019
Arida-gun,30360,2006,2020
Arida-gun,30360,1800,2021
Arida-gun,30360,1858,2022
Arida-gun,30360,1862,2023
Arida-gun,30360,1694,2024
Arida-shi,30204,1202,2008
Arida-shi,30204,1230,2009
Arida-shi,30204,1204,2010
Arida-shi,30204,1168,2011
Arida-shi,30204,1159,2012
Arida-shi,30204,1067,2013
Arida-shi,30204,1042,2014
Arida-shi,30204,1049,2015
Arida-shi,30204,1071,2016
Arida-shi,30204,972,2017
Arida-shi,30204,1132,2018
Arida-shi,30204,1020,2019
Arida-shi,30204,934,2020
Arida-shi,30204,868,2021
Arida-shi,30204,1018,2022
Arida-shi,30204,960,2023
Arida-shi,30204,960,2024
Aridagawa-cho,30366,1135,2008
Aridagawa-cho,30366,995,2009
Aridagawa-cho,30366,1102,2010
Aridagawa-cho,30366,1027,2011
Aridagawa-cho,30366,1142,2012
Aridagawa-cho,30366,1212,2013
Aridagawa-cho,30366,1294,2014
Aridagawa-cho,30366,1205,2015
Aridagawa-cho,30366,1242,2016
Aridagawa-cho,30366,1250,2017
Aridagawa-cho,30366,1074,2018
Aridagawa-cho,30366,1268,2019
Aridagawa-cho,30366,1232,2020
Aridagawa-cho,30366,1070,2021
Aridagawa-cho,30366,1070,2022
Aridagawa-cho,30366,1124,2023
Aridagawa-cho,30366,950,2024
Arita-cho,41401,1133,2008
Arita-cho,41401,1321,2009
Arita-cho,41401,1168,2010
Arita-cho,41401,1195,2011
Arita-cho,41401,1244,2012
Arita-cho,41401,1030,2013
Arita-cho,41401,1157,2014
Arita-cho,41401,1174,2015
Arita-cho,41401,1064,2016
Arita-cho,41401,982,2017
Arita-cho,41401,1108,2018
Arita-cho,41401,990,2019
Arita-cho,41401,859,2020
Arita-cho,41401,1007,2021
Arita-cho,41401,1061,2022
Arita-cho,41401,983,2023
Arita-cho,41401,921,2024
Asagiri-cho,43514,1073,2008
Asagiri-cho,43514,1111,2009
Asagiri-cho,43514,982,2010
Asagiri-cho,43514,933,2011
Asagiri-cho,43514,826,2012
Asagiri-cho,43514,753,2013
Asagiri-cho,43514,798,2014
Asagiri-cho,43514,855,2015
Asagiri-cho,43514,809,2016
Asagiri-cho,43514,868,2017
Asagiri-cho,43514,838,2018
Asagiri-cho,43514,820,2019
Asagiri-cho,43514,840,2020
Asagiri-cho,43514,814,2021
Asagiri-cho,43514,857,2022
Asagiri-cho,43514,857,2023
Asagiri-cho,43514,644,2024
Asago-shi,28225,1609,2008
Asago-shi,28225,1623,2009
Asago-shi,28225,1477,2010
Asago-shi,28225,1574,2011
Asago-shi,28225,1481,2012
Asago-shi,28225,1393,2013
Asago-shi,28225,1340,2014
Asago-shi,28225,1493,2015
Asago-shi,28225,1506,2016
Asago-shi,28225,1353,2017
Asago-shi,28225,1597,2018
Asago-shi,28225,1499,2019
Asago-shi,28225,1302,2020
Asago-shi,28225,1257,2021
Asago-shi,28225,1312,2022
Asago-shi,28225,1440,2023
Asago-shi,28225,1287,2024
Asahi-cho,24343,1329,2008
Asahi-cho,24343,1599,2009
Asahi-cho,24343,972,2010
Asahi-cho,24343,840,2011
Asahi-cho,24343,796,2012
Asahi-cho,24343,970,2013
Asahi-cho,24343,846,2014
Asahi-cho,24343,1038,2015
Asahi-cho,24343,926,2016
Asahi-cho,24343,850,2017
Asahi-cho,24343,863,2018
Asahi-cho,24343,930,2019
Asahi-cho,24343,974,2020
Asahi-cho,24343,898,2021
Asahi-cho,24343,862,2022
Asahi-cho,24343,790,2023
Asahi-cho,24343,1000,2024
Asahi-ku,14112,22541,2008
Asahi-ku,27117,9021,2008
Asahi-ku,14112,23053,2009
Asahi-ku,27117,8929,2009
Asahi-ku,14112,21466,2010
Asahi-ku,27117,9287,2010
Asahi-ku,14112,20365,2011
Asahi-ku,27117,8700,2011
Asahi-ku,14112,20354,2012
Asahi-ku,27117,8725,2012
Asahi-ku,14112,19428,2013
Asahi-ku,27117,8732,2013
Asahi-ku,14112,18971,2014
Asahi-ku,27117,8218,2014
Asahi-ku,14112,19888,2015
Asahi-ku,27117,9123,2015
Asahi-ku,14112,18754,2016
Asahi-ku,27117,8628,2016
Asahi-ku,14112,19096,2017
Asahi-ku,27117,8811,2017
Asahi-ku,14112,22214,2018
Asahi-ku,27117,10168,2018
Asahi-ku,14112,20893,2019
Asahi-ku,27117,10110,2019
Asahi-ku,14112,18380,2020
Asahi-ku,27117,10378,2020
Asahi-ku,14112,18341,2021
Asahi-ku,27117,9775,2021
Asahi-ku,14112,19302,2022
Asahi-ku,27117,9797,2022
Asahi-ku,14112,19110,2023
Asahi-ku,27117,11564,2023
Asahi-ku,14112,18983,2024
Asahi-ku,27117,11594,2024
Asahi-machi,6323,322,2008
Asahi-machi,16343,431,2008
Asahi-machi,6323,331,2009
Asahi-machi,16343,464,2009
Asahi-machi,6323,281,2010
Asahi-machi,16343,473,2010
Asahi-machi,6323,255,2011
Asahi-machi,16343,435,2011
Asahi-machi,6323,296,2012
Asahi-machi,16343,374,2012
Asahi-machi,6323,246,2013
Asahi-machi,16343,500,2013
Asahi-machi,6323,286,2014
Asahi-machi,16343,399,2014
Asahi-machi,6323,298,2015
Asahi-machi,16343,380,2015
Asahi-machi,6323,311,2016
Asahi-machi,16343,396,2016
Asahi-machi,6323,236,2017
Asahi-machi,16343,465,2017
Asahi-machi,6323,221,2018
Asahi-machi,16343,512,2018
Asahi-machi,6323,240,2019
Asahi-machi,16343,510,2019
Asahi-machi,6323,228,2020
Asahi-machi,16343,346,2020
Asahi-machi,6323,168,2021
Asahi-machi,16343,312,2021
Asahi-machi,6323,192,2022
